{0},0.0,40.0, 0.0, 25.0
{0},1.0,39.899433, 3.543306, 25.0
{0},2.0,39.597513, 7.07515, 25.0
{0},3.0,39.093585, 10.583865, 25.0
{0},4.0,38.38659, 14.057344, 25.0
{0},5.0,37.475117, 17.482832, 25.0
{0},6.0,36.357481, 20.846672, 25.0
{0},7.0,35.031842, 24.134066, 25.0
{0},8.0,33.496381, 27.328797, 25.0
{0},9.0,31.749536, 30.412964, 25.0
{0},10.0,29.790336, 33.36671, 25.0
{0},11.0,27.61885, 36.167992, 25.0
{0},12.0,25.236779, 38.792416, 25.0
{0},13.0,22.648196, 41.213226, 25.0
{0},14.0,19.860434, 43.401525, 25.0
{0},15.0,16.88511, 45.326818, 25.0
{0},16.0,13.739087, 46.958051, 25.0
{0},17.0,10.445311, 48.265145, 25.0
{0},18.0,7.033139, 49.221041, 25.0
{0},19.0,3.537977, 49.804033, 25.0
{0},20.0,0.0, 50.0, 25.0
{0},21.0,-3.537978, 49.804033, 25.0
{0},22.0,-7.033138, 49.221041, 25.0
{0},23.0,-10.445311, 48.265145, 25.0
{0},24.0,-13.739087, 46.958051, 25.0
{0},25.0,-16.885109, 45.326819, 25.0
{0},26.0,-19.860437, 43.401524, 25.0
{0},27.0,-22.648196, 41.213226, 25.0
{0},28.0,-25.23678, 38.792415, 25.0
{0},29.0,-27.61885, 36.167992, 25.0
{0},30.0,-29.790335, 33.366712, 25.0
{0},31.0,-31.749536, 30.412964, 25.0
{0},32.0,-33.496381, 27.328799, 25.0
{0},33.0,-35.031842, 24.134066, 25.0
{0},34.0,-36.357481, 20.846672, 25.0
{0},35.0,-37.475117, 17.482831, 25.0
{0},36.0,-38.38659, 14.057343, 25.0
{0},37.0,-39.093585, 10.583863, 25.0
{0},38.0,-39.597513, 7.075151, 25.0
{0},39.0,-39.899434, 3.543304, 25.0
{0},40.0,-40.0, 0.0, 25.0
{0},41.0,-39.899433, -3.543306, 25.0
{0},42.0,-39.597513, -7.07515, 25.0
{0},43.0,-39.093585, -10.583865, 25.0
{0},44.0,-38.38659, -14.057344, 25.0
{0},45.0,-37.475117, -17.482832, 25.0
{0},46.0,-36.357481, -20.846672, 25.0
{0},47.0,-35.031842, -24.134066, 25.0
{0},48.0,-33.496381, -27.328797, 25.0
{0},49.0,-31.749536, -30.412964, 25.0
{0},50.0,-29.790336, -33.36671, 25.0
{0},51.0,-27.61885, -36.167992, 25.0
{0},52.0,-25.236779, -38.792416, 25.0
{0},53.0,-22.648196, -41.213226, 25.0
{0},54.0,-19.860434, -43.401525, 25.0
{0},55.0,-16.88511, -45.326818, 25.0
{0},56.0,-13.739087, -46.958051, 25.0
{0},57.0,-10.445311, -48.265145, 25.0
{0},58.0,-7.033139, -49.221041, 25.0
{0},59.0,-3.537977, -49.804033, 25.0
{0},60.0,0.0, -50.0, 25.0
